lst,ndvi,ndbi,fvc,latitude,longitude
39.89100617894742,0.4605956673622131,-0.1327474862337112,0.4363866357377277,12.971064653611881,80.15507991669618
42.54847124926084,0.1767614930868148,0.1057028472423553,0.14194922267300603,13.053319345905008,80.27154141758733
39.121897843338346,0.2901466786861419,-0.0056778267025947,0.24024376662705604,12.973501907998601,80.21476871000029
40.78991454276183,0.6304093599319458,-0.1786717921495437,0.6895797050625838,13.006658918420621,80.16809324472966
39.713848464972656,0.2700313031673431,0.0616222508251667,0.22092942595719078,13.041452679435617,80.21434501158858
29.056273902659694,-0.0365461558103561,0.1225069984793663,0.026717159180372395,12.920761750154453,80.265328227118
40.62385936120983,0.4239922761917114,0.0290031861513853,0.389366360746913,13.071089627161872,80.27978710006475
41.40719431107454,0.2602410912513733,0.0502570159733295,0.21182186207625492,13.051769040025508,80.26234303960197
28.59952158862321,0.1294703483581543,0.2091917544603347,0.10855071044724356,13.063400170383655,80.33674667113132
41.69144049511373,0.1920870691537857,0.1346135735511779,0.15373226979760554,13.055760757908473,80.27239940754431
38.72734614731555,0.1689855307340622,-0.0367764495313167,0.13615032189109758,13.0494160694906,80.2386222227509
29.663447094577126,-0.1049923002719879,-0.2184673994779586,0.009026463007608112,13.043152703095595,80.28617444482455
37.18063527411918,0.6207013726234436,-0.2056999951601028,0.6735507430260044,13.007581117202923,80.1906299123173
29.293827702870715,0.1104665547609329,0.2258812636137008,0.09638948162512333,12.920558825972346,80.31695979200158
42.11895922880037,0.5511599779129028,-0.0402317233383655,0.5642413124181126,12.997912082670052,80.18814430951569
39.67233788847381,0.3207562267780304,-0.0735123008489608,0.2711870477280914,13.045784673246489,80.22601080488366
29.168841736671453,0.1840190291404724,0.2246845662593841,0.147470614741991,12.967877641624975,80.33911566205566
37.59406090463212,0.3909928500652313,-0.0617765709757804,0.34927254882822495,13.082268416942663,80.20556793508777
29.48022556867433,0.1127820312976837,0.2253268957138061,0.0978325991027052,13.083904373543458,80.33965564467563
39.339207205525256,0.2974948287010193,-0.0641977339982986,0.24750110458425653,12.96217855074908,80.2347260429367
29.454627063939245,0.0495146997272968,0.2745034396648407,0.06225758538000309,12.93439096839081,80.28790596100906
29.27685820811535,0.0157786887139081,0.2064673602581024,0.04656044250309365,13.111673143963401,80.3294903103944
29.464856382277425,0.0918285474181175,0.2560365498065948,0.08516390108816844,12.903830737402707,80.3171210465503
28.688407569070712,0.1020981222391128,0.224563717842102,0.09126327546039795,13.08060763793054,80.34672360082936
35.164048652939705,0.3891779780387878,-0.0703643709421157,0.3471306898058743,13.139813848147528,80.17371874233525
29.300595142355768,0.1530935615301132,0.2061247825622558,0.12467506319401982,13.030861626826825,80.33278198441998
29.94007417850185,-0.290997713804245,0.580682098865509,0.008280583917599279,13.021672029883158,80.29920839028047
39.63980808205293,0.3591109216213226,-0.0279637835919857,0.31260502267624474,13.039203921705628,80.16078213849467
29.362199766406967,0.1304739862680435,0.2083601951599121,0.10921305559989099,13.059083892600876,80.34012202912716
28.97751728016708,0.1157067343592643,0.1842811405658722,0.09967074211979109,13.086192997355598,80.34618826491841
43.44950555607981,0.2326812744140625,0.0534093342721462,0.18721308522857727,12.972872283525309,80.24840899174984
29.923008361243777,0.1705798506736755,0.2394085526466369,0.13732942572532364,13.020870719314146,80.30675248639466
38.257380558327846,0.4788708090782165,-0.1091775670647621,0.4608655754185123,12.977640438385952,80.17819709736276
29.5145067213744,0.0490818694233894,0.1965361386537552,0.06204177767545042,13.076058452211795,80.32413756628806
29.21339707771998,0.1444223076105117,0.1984550356864929,0.11862672597974996,13.038051346592393,80.32612553464178
37.52868609675167,0.4581355452537536,-0.1192671284079551,0.4331423959264556,13.08010812101491,80.18303984868143
40.82870795962259,0.3246602118015289,-0.0402049124240875,0.27526833784762517,13.070369348229217,80.17967378905539
28.85236595759952,0.0689859166741371,0.1980262398719787,0.07235342336902584,12.960226141254513,80.33443353140467
28.834012015378818,-0.0295757185667753,0.0560160912573337,0.029044435702030982,13.124715783550583,80.30673283388103
40.994825448435165,0.2726879119873047,0.0274918973445892,0.22343386213891792,13.122101454634926,80.29623548744958
30.21392719118097,0.0577624030411243,0.1791979968547821,0.06644145642153501,13.080305682606031,80.31972886615368
29.36571564068496,0.0673469379544258,0.2444444447755813,0.0714743852336076,12.901239248146906,80.2858451427198
38.60389941458183,0.2974819540977478,-0.0186488814651966,0.24748829465291367,12.941033879563616,80.16051465857095
37.33972493921041,0.5957825183868408,-0.1520241945981979,0.6332698165701026,13.022920401944198,80.23402268507448
40.45037913739441,0.3974850177764892,-0.0336140431463718,0.35698834646737165,12.910186178385247,80.19470928842406
41.07579239483369,0.1449405401945114,0.036718662828207,0.11898397626968135,12.991252820127778,80.19865715446664
29.5877274831104,0.1787296831607818,0.2267846465110778,0.14343617290706617,13.003789724158672,80.31450696129795
38.62208512476887,0.4025385975837707,-0.1501114666461944,0.3630527615782172,13.044444791920654,80.2577226348448
40.37235569806718,0.265378475189209,0.0288627780973911,0.2165771251694332,12.967395687323943,80.24336272011456
38.20367075593292,0.5530762672424316,-0.1694275885820388,0.5671238642837942,13.099969378448469,80.22003556396899
41.32570158477177,0.5061882734298706,-0.0665330961346626,0.4987018775298616,13.004278054578847,80.19813403197145
29.42540129543153,0.1618527472019195,0.2275983095169067,0.13093741065757628,13.015229097587483,80.33090324123334
28.66802974912592,-0.2111036032438278,0.3713977932929992,0.00012329000499634282,13.075077785246119,80.31080400285713
28.9654307785913,0.0953446105122566,0.2300713956356048,0.08722843895863654,13.126861954604962,80.3411358060609
39.86250292946795,0.2885354459285736,0.0170791242271661,0.23866688192863028,13.091192870794233,80.2302934054505
29.37585488541165,0.1378168612718582,0.2091194093227386,0.11412023175956987,13.019921927552147,80.32655723784299
40.43420544939923,0.5362792611122131,-0.1481496691703796,0.5421071503439464,13.136864382355755,80.29082492619473
